word	noun_nomn_score	best_parse	noun_nomn_parse
цикли	0.250000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
чалый	0.250000	ADJF,Qual masc,sing,nomn	NOUN,anim,masc sing,nomn
червы	0.250000	NOUN,inan,femn,Sgtm sing,gent	NOUN,inan,femn plur,nomn
чешуи	0.250000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
чинки	0.250000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
чрева	0.250000	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
чужое	0.250000	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
чулок	0.250000	NOUN,inan,masc plur,gent	NOUN,inan,masc sing,nomn
шайбы	0.250000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
шваль	0.250000	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
шелка	0.250000	NOUN,inan,masc sing,gent	NOUN,inan,masc plur,nomn
ширмы	0.250000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
шкапы	0.250000	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
шлемы	0.250000	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
шпрот	0.250000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
щепки	0.250000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
эндем	0.250000	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
эпики	0.250000	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
новен	0.250021	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
вкопы	0.250283	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
повен	0.250444	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
опана	0.250859	NOUN,anim,masc sing,gent	NOUN,inan,femn sing,nomn
лючии	0.251064	NOUN,inan,masc sing,loct	NOUN,inan,masc plur,nomn
чекал	0.251163	VERB,impf,intr masc,sing,past,indc	NOUN,inan,masc sing,nomn
кстат	0.251208	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
побой	0.251337	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
встан	0.251366	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
остат	0.251366	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кораб	0.251969	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
облак	0.252174	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
песни	0.252252	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
вбива	0.252427	NOUN,anim,masc,Name sing,gent	NOUN,inan,femn sing,nomn
сбива	0.252427	NOUN,anim,masc,Name sing,gent	NOUN,inan,femn sing,nomn
убива	0.252427	NOUN,anim,masc,Name sing,gent	NOUN,inan,femn sing,nomn
зоном	0.252874	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
азолы	0.253333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
эпсом	0.253333	NOUN,anim,masc sing,ablt	NOUN,anim,masc sing,nomn
насаж	0.253731	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
пасаж	0.253731	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
рассы	0.253968	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
чепух	0.253968	NOUN,inan,masc,Sgtm sing,nomn	NOUN,inan,masc,Sgtm sing,nomn
помир	0.254237	NOUN,inan,neut plur,gent	NOUN,inan,masc sing,nomn
печал	0.254902	ADJS,Qual masc,sing	NOUN,inan,masc sing,nomn
марка	0.255319	NOUN,anim,masc,Name sing,gent	NOUN,inan,femn sing,nomn
гебой	0.255814	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
тыком	0.255814	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
хиров	0.255814	NOUN,inan,masc plur,gent	NOUN,inan,masc sing,nomn
овира	0.256410	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
форел	0.256637	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
велес	0.257143	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
умерш	0.257143	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
шелес	0.257143	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
фирмы	0.257575	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
вскак	0.258065	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
асхан	0.259259	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
стоги	0.259259	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
читат	0.259259	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
шелки	0.259259	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
вклад	0.260869	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
гэком	0.260870	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
трога	0.260870	NOUN,inan,masc sing,gent	NOUN,inan,masc plur,nomn
аоном	0.263158	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
влива	0.263158	NOUN,anim,masc,Name sing,gent	NOUN,inan,femn sing,nomn
нормы	0.264705	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
слова	0.264880	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
многи	0.265700	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
белка	0.266666	NOUN,inan,masc sing,gent	NOUN,anim,femn sing,nomn
долги	0.266666	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
океан	0.266666	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
риски	0.266666	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
степи	0.266666	NOUN,inan,femn sing,datv	NOUN,inan,femn plur,nomn
жадом	0.266667	NOUN,inan,masc,Sgtm sing,ablt	NOUN,inan,masc sing,nomn
титор	0.266667	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
хотит	0.266667	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
челов	0.266667	ADJS,Qual masc,sing	NOUN,inan,masc sing,nomn
мысли	0.268292	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
тайны	0.269230	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
обрет	0.271845	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
узрет	0.271845	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
залог	0.272727	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
куски	0.272727	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
тропы	0.272727	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
тупик	0.272727	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
украд	0.272727	NOUN,inan,femn plur,gent	NOUN,anim,masc sing,nomn
авист	0.272727	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
гулак	0.272727	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
ероты	0.272727	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
лукум	0.272727	NOUN,anim,femn plur,gent	NOUN,anim,masc sing,nomn
мглис	0.272727	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
остор	0.272727	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
секун	0.272727	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
трама	0.272727	NOUN,inan,masc,Geox sing,gent	NOUN,inan,femn sing,nomn
фрунт	0.272727	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
целов	0.272727	ADJS,Qual masc,sing	NOUN,inan,masc sing,nomn
остан	0.275862	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
полук	0.275862	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
услов	0.277778	NOUN,inan,neut plur,gent	NOUN,inan,masc sing,nomn
прожи	0.282051	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
бьиги	0.283951	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
амвон	0.285714	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
гаучо	0.285714	NOUN,anim,masc,Sgtm,Fixd sing,nomn	NOUN,anim,masc,Sgtm,Fixd sing,nomn
гряды	0.285714	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
котлы	0.285714	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
мусор	0.285714	NOUN,inan,masc,Sgtm sing,accs	NOUN,inan,masc,Sgtm sing,nomn
обеты	0.285714	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
озими	0.285714	NOUN,inan,femn plur,nomn	NOUN,inan,femn plur,nomn
пробы	0.285714	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
пышки	0.285714	NOUN,inan,femn plur,nomn	NOUN,inan,femn plur,nomn
рубин	0.285714	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
турок	0.285714	NOUN,anim,masc plur,gent	NOUN,anim,masc sing,nomn
тушки	0.285714	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
цыган	0.285714	NOUN,anim,masc plur,gent	NOUN,anim,masc sing,nomn
чакры	0.285714	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
чашки	0.285714	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
штаны	0.285714	NOUN,inan,GNdr,Pltm plur,accs	NOUN,inan,GNdr,Pltm plur,nomn
брама	0.285714	NOUN,inan,masc,Geox sing,gent	NOUN,inan,femn sing,nomn
матуш	0.285714	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
ромки	0.285714	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
ружом	0.285714	NOUN,anim,masc sing,ablt	NOUN,inan,masc sing,nomn
цыпля	0.285714	GRND,perf,tran past,Fimp	NOUN,inan,femn sing,nomn
навод	0.286022	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
лучши	0.286624	GRND,perf,intr past,V-sh	NOUN,anim,femn plur,nomn
право	0.288372	NOUN,inan,neut sing,accs	NOUN,inan,neut sing,nomn
аниме	0.288888	NOUN,inan,neut,Sgtm,Fixd sing,gent	NOUN,inan,neut,Sgtm,Fixd sing,nomn
батор	0.290323	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
магот	0.290323	NOUN,anim,femn,Name plur,gent	NOUN,anim,masc sing,nomn
зойки	0.290837	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
други	0.291667	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
леэть	0.292649	INFN,impf,tran	NOUN,inan,femn sing,nomn
фьють	0.292649	INFN,impf,tran	NOUN,inan,femn sing,nomn
штраф	0.294117	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
расса	0.294118	NOUN,inan,masc sing,gent	NOUN,inan,femn sing,nomn
баснь	0.295820	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
обожа	0.296296	ADJS,Qual femn,sing	NOUN,inan,femn sing,nomn
пушки	0.297297	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
вохры	0.297297	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
пытли	0.297297	VERB,impf,tran sing,impr,excl	NOUN,anim,femn plur,nomn
снеги	0.297297	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
шутли	0.297297	VERB,impf,tran sing,impr,excl	NOUN,anim,femn plur,nomn
аллеи	0.300000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
белки	0.300000	NOUN,anim,femn plur,nomn	NOUN,anim,femn plur,nomn
будни	0.300000	NOUN,inan,GNdr,Pltm plur,accs	NOUN,inan,GNdr,Pltm plur,nomn
драки	0.300000	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
дыхан	0.300000	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
забор	0.300000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
сахар	0.300000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
серье	0.300000	NOUN,inan,neut sing,nomn,V-be	NOUN,inan,neut sing,nomn,V-be
экран	0.300000	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
зеров	0.300813	NOUN,inan,masc plur,gent	NOUN,inan,masc sing,nomn
страс	0.303030	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
крыль	0.304348	VERB,perf,tran sing,impr,excl	NOUN,inan,femn sing,nomn
нефть	0.305555	NOUN,inan,femn sing,accs	NOUN,inan,femn sing,nomn
акмит	0.305882	VERB,perf,tran sing,3per,futr,indc	NOUN,inan,masc sing,nomn
высво	0.305882	ADJS,Qual neut,sing	NOUN,inan,neut sing,nomn
штуки	0.307692	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
похор	0.307692	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
видыв	0.308333	GRND,perf,tran past	NOUN,inan,masc sing,nomn
стены	0.311475	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
воскр	0.312500	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
ниокр	0.312500	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
обокр	0.312500	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
подкр	0.312500	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
прекр	0.312500	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
прокр	0.312500	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
раскр	0.312500	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
свекр	0.312500	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
тевкр	0.312500	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
шипки	0.312500	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
брема	0.313433	NOUN,anim,masc,Name sing,gent	NOUN,inan,femn sing,nomn
плечи	0.315789	NOUN,inan,neut plur,accs	NOUN,inan,neut plur,nomn
посел	0.318182	VERB,perf,intr masc,sing,past,indc	NOUN,anim,masc sing,nomn
жилье	0.320000	NOUN,inan,neut,Sgtm sing,loct	NOUN,inan,neut,Sgtm sing,nomn
кости	0.320000	NOUN,inan,femn plur,nomn	NOUN,inan,femn plur,nomn
титул	0.321428	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
уныни	0.321429	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
вопки	0.323077	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
остав	0.323077	GRND,perf,intr past	NOUN,inan,masc sing,nomn
акции	0.323232	NOUN,inan,femn plur,nomn	NOUN,inan,femn plur,nomn
ткани	0.323529	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
место	0.323809	NOUN,inan,neut sing,accs	NOUN,inan,neut sing,nomn
лутка	0.325581	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
шарок	0.326425	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
позов	0.330891	NOUN,inan,masc plur,gent	NOUN,inan,masc sing,nomn
актив	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
байты	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
билет	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
билль	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
блюзы	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
борта	0.333333	NOUN,inan,masc sing,gent	NOUN,inan,masc plur,nomn
бровь	0.333333	NOUN,inan,femn sing,accs	NOUN,inan,femn sing,nomn
броши	0.333333	NOUN,inan,femn plur,nomn	NOUN,inan,femn plur,nomn
брюхо	0.333333	NOUN,inan,neut sing,accs	NOUN,inan,neut sing,nomn
ведро	0.333333	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
веник	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
венка	0.333333	NOUN,inan,masc sing,gent	NOUN,anim,femn sing,nomn
вздох	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
вожжи	0.333333	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
ворох	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
вотум	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
врали	0.333333	VERB,impf,tran plur,past,indc	NOUN,anim,masc plur,nomn
врата	0.333333	NOUN,inan,GNdr,Pltm plur,accs	NOUN,inan,GNdr,Pltm plur,nomn
выдох	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
гербы	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
гласы	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
глушь	0.333333	NOUN,inan,femn sing,accs	NOUN,inan,femn sing,nomn
гниды	0.333333	NOUN,anim,femn plur,nomn	NOUN,anim,femn plur,nomn
гогот	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
грамм	0.333333	NOUN,inan,masc plur,gent,Coun	NOUN,inan,masc sing,nomn
груши	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
губки	0.333333	NOUN,anim,femn plur,nomn	NOUN,anim,femn plur,nomn
гумно	0.333333	NOUN,inan,neut sing,accs	NOUN,inan,neut sing,nomn
дебри	0.333333	NOUN,inan,GNdr,Pltm plur,accs	NOUN,inan,GNdr,Pltm plur,nomn
динар	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
длани	0.333333	NOUN,inan,femn plur,nomn	NOUN,inan,femn plur,nomn
доньи	0.333333	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
дрожь	0.333333	NOUN,inan,femn sing,accs	NOUN,inan,femn sing,nomn
дрянь	0.333333	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
дуэли	0.333333	NOUN,inan,femn plur,nomn	NOUN,inan,femn plur,nomn
житие	0.333333	NOUN,inan,neut sing,accs	NOUN,inan,neut sing,nomn
жупел	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
завоз	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
зайки	0.333333	NOUN,anim,masc sing,gent	NOUN,anim,masc plur,nomn
займы	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
затеи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
заход	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
зачет	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
зерно	0.333333	NOUN,inan,neut sing,accs	NOUN,inan,neut sing,nomn
излет	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
изъян	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
калий	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
катод	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
каток	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
квоты	0.333333	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
кизил	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
киоск	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
клады	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
клика	0.333333	NOUN,inan,masc sing,gent	NOUN,inan,femn sing,nomn
клуши	0.333333	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
ключи	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
кокон	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
кольт	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
концы	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
короб	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
космы	0.333333	NOUN,inan,GNdr,Pltm plur,accs	NOUN,inan,GNdr,Pltm plur,nomn
косяк	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
кражи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
круги	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
купон	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
лампы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
лески	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
ликер	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
листы	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
ломти	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
лотос	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
лучик	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
масти	0.333333	NOUN,inan,femn plur,nomn	NOUN,inan,femn plur,nomn
мосты	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
наряд	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
невод	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
недра	0.333333	NOUN,inan,GNdr,Pltm plur,accs	NOUN,inan,GNdr,Pltm plur,nomn
недуг	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
нерки	0.333333	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
ножки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
носик	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
нутро	0.333333	NOUN,inan,neut,Sgtm sing,accs	NOUN,inan,neut,Sgtm sing,nomn
обвал	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
обеды	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
облик	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
обрез	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
овраг	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
окрик	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
олово	0.333333	NOUN,inan,neut sing,accs	NOUN,inan,neut sing,nomn
опись	0.333333	NOUN,inan,femn sing,accs	NOUN,inan,femn sing,nomn
ореол	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
особы	0.333333	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
отели	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
откат	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
отток	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
отход	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
панды	0.333333	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
пассы	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
песнь	0.333333	NOUN,inan,femn sing,accs,Arch,Litr	NOUN,inan,femn sing,nomn,Arch,Litr
пищик	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
плащи	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
племя	0.333333	NOUN,inan,neut sing,accs	NOUN,inan,neut sing,nomn
плинт	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
помин	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
пчелы	0.333333	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
раунд	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
ремни	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
рожок	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
ротик	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
рояли	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
ручей	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
салон	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
салют	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
свист	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
семги	0.333333	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
силки	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
скиты	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
слайд	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
соуса	0.333333	NOUN,inan,masc sing,gent	NOUN,inan,masc plur,nomn,Infr
спирт	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
створ	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
стенд	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
степь	0.333333	NOUN,inan,femn sing,accs	NOUN,inan,femn sing,nomn
сырца	0.333333	NOUN,inan,masc sing,gent	NOUN,inan,femn,Sgtm sing,nomn
талон	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
танго	0.333333	NOUN,inan,neut,Fixd sing,nomn	NOUN,inan,neut,Fixd sing,nomn
тариф	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
тимус	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
тонус	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
транс	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
требы	0.333333	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
тросы	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
трояк	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
трюмы	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
туфли	0.333333	NOUN,inan,femn plur,accs	NOUN,inan,femn plur,nomn
уделы	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
уздцы	0.333333	NOUN,inan,GNdr,Pltm plur,accs	NOUN,inan,GNdr,Pltm plur,nomn
флоты	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
фотки	0.333333	NOUN,inan,femn,Infr plur,accs	NOUN,inan,femn,Infr plur,nomn
фураж	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
халат	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
цапли	0.333333	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
шабаш	0.333333	INTJ	NOUN,inan,masc sing,nomn
шахты	0.333333	NOUN,inan,femn plur,nomn	NOUN,inan,femn plur,nomn
